Arousal,Compound,Dominance,Flair,POS nlkt,POS spcy,POS stza,Stanza,Subjectivity,Valence,category,word
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,ADJ,1.0,0.0,0.17,unfriendly,angrytweet
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,ADJ,1.0,0.0,0.17,unfriendly,fucksake
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,berserk
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,ADJ,0.0,0.0,0.17,unfriendly,barbaric
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,ADJ,2.0,0.0,0.17,unfriendly,fierce
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,pissesmeoff
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,pissedoff
0.86,-0.57,0.66,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.17,unfriendly,fuming
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,NOUN,0.0,0.0,0.17,unfriendly,atrocity
0.86,-0.59,0.66,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,bitch
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,fuckoff
0.86,-0.4,0.66,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,fights
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,hateeee
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,fumin
0.86,-0.6,0.66,NEGATIVE,NOUN,NOUN,ADJ,0.0,1.0,0.17,unfriendly,sinister
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,detonation
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,quarrel
0.86,-0.44,0.66,NEGATIVE,NOUN,ADJ,ADJ,0.0,0.9,0.17,unfriendly,bloody
0.86,-0.64,0.66,NEGATIVE,NOUN,PROPN,ADJ,0.0,0.0,0.17,unfriendly,hellish
0.86,0.0,0.66,POSITIVE,ADJ,ADJ,ADJ,1.0,0.0,0.17,unfriendly,diabolical
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,growthefuckup
0.86,-0.56,0.66,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.17,unfriendly,punishing
0.86,0.0,0.66,NEGATIVE,VERB,VERB,NOUN,1.0,0.0,0.17,unfriendly,yelling
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,slaughterhouse
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,ragetweet
0.86,-0.49,0.66,NEGATIVE,NOUN,VERB,VERB,0.0,0.0,0.17,unfriendly,destroyed
0.86,0.15,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,slap
0.86,-0.61,0.66,NEGATIVE,NOUN,ADJ,ADJ,0.0,0.6,0.17,unfriendly,destructive
0.86,-0.49,0.66,NEGATIVE,NOUN,VERB,VERB,1.0,0.0,0.17,unfriendly,steal
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,banishment
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,stigma
0.86,-0.51,0.66,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.17,unfriendly,pervert
0.86,-0.32,0.66,POSITIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,perversion
0.86,0.0,0.66,NEGATIVE,VERB,NOUN,NOUN,0.0,0.0,0.17,unfriendly,poaching
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.17,unfriendly,stalemate
0.86,-0.44,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,aversion
0.86,-0.53,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.8,0.17,unfriendly,sucker
0.86,-0.46,0.66,NEGATIVE,ADV,ADV,ADV,1.0,0.5,0.17,unfriendly,bitterly
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,NOUN,0.0,0.0,0.17,unfriendly,bigot
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,bickering
0.86,-0.4,0.66,NEGATIVE,NOUN,ADJ,ADJ,0.0,0.0,0.17,unfriendly,sullen
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,strife
0.86,-0.1,0.66,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.17,unfriendly,bias
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,subjugation
0.86,-0.32,0.66,NEGATIVE,NOUN,VERB,NOUN,0.0,0.0,0.17,unfriendly,struggle
0.86,-0.6,0.66,NEGATIVE,NOUN,NOUN,ADJ,1.0,1.0,0.17,unfriendly,sinister
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,annihilation
0.86,-0.44,0.66,NEGATIVE,NOUN,PROPN,VERB,0.0,0.0,0.17,unfriendly,annoy
0.86,-0.38,0.66,POSITIVE,NOUN,PROPN,NOUN,2.0,0.0,0.17,unfriendly,slam
0.86,-0.54,0.66,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,prisoner
0.86,-0.7,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,slavery
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.17,unfriendly,slayer
0.86,0.15,0.66,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.17,unfriendly,slap
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,NOUN,0.0,0.0,0.17,unfriendly,antithesis
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,alcoholism
0.86,-0.51,0.66,NEGATIVE,ADJ,ADJ,ADJ,0.0,0.0,0.17,unfriendly,punitive
0.86,-0.49,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,punishment
0.86,-0.56,0.66,NEGATIVE,VERB,VERB,VERB,0.0,0.0,0.17,unfriendly,punishing
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,psychosis
0.86,0.0,0.66,POSITIVE,NOUN,VERB,NOUN,1.0,0.0,0.17,unfriendly,snap
0.86,-0.6,0.66,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,assassination
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,pow
0.86,-0.51,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,poverty
0.86,-0.57,0.66,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.0,0.17,unfriendly,poisonous
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,atrocity
0.86,-0.48,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,attack
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,smell
0.86,-0.34,0.66,NEGATIVE,NOUN,PROPN,VERB,0.0,0.0,0.17,unfriendly,argue
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,convo
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,mondays
0.86,0.0,0.66,NEGATIVE,ADJ,ADJ,ADJ,0.0,0.0,0.17,unfriendly,insidious
0.86,0.0,0.66,NEGATIVE,ADV,ADV,ADV,1.0,0.0,0.17,unfriendly,dastardly
0.86,0.0,0.66,NEGATIVE,NOUN,ADJ,ADJ,1.0,0.0,0.17,unfriendly,defamatory
0.86,-0.57,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,injustice
0.86,-0.42,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,injury
0.86,-0.6,0.66,NEGATIVE,NOUN,PROPN,ADJ,1.0,0.0,0.17,unfriendly,irate
0.86,0.0,0.66,POSITIVE,NOUN,NOUN,NOUN,2.0,0.0,0.17,unfriendly,involvement
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,ADV,1.0,0.0,0.17,unfriendly,tickly
0.86,0.0,0.66,POSITIVE,NOUN,VERB,PROPN,1.0,0.0,0.17,unfriendly,bellend
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,lois
0.86,0.0,0.66,POSITIVE,NOUN,X,X,1.0,0.0,0.17,unfriendly,s
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,hsbc
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,bierce
0.86,0.0,0.66,NEGATIVE,VERB,VERB,NOUN,1.0,0.0,0.17,unfriendly,cunting
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,theworld
0.86,0.0,0.66,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,price
0.86,-0.27,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,bitching
0.86,0.0,0.66,POSITIVE,NOUN,ADJ,ADJ,2.0,0.75,0.17,unfriendly,agile
0.86,0.0,0.66,POSITIVE,NOUN,ADV,ADJ,1.0,0.6,0.17,unfriendly,fast
0.86,-0.54,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,hostility
0.86,0.0,0.66,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,heatathletics
0.86,0.0,0.66,NEGATIVE,NOUN,X,PROPN,1.0,0.0,0.17,unfriendly,ee
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,ADJ,1.0,0.0,0.17,unfriendly,mannibalector
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,shitberry
0.86,0.0,0.66,POSITIVE,NOUN,NOUN,PROPN,1.0,0.0,0.17,unfriendly,satnav
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,wecanttextif
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,mts
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,dents
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,pistoff
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,times lt
0.86,0.0,0.66,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,point
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,imangry
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,PROPN,1.0,0.0,0.17,unfriendly,backgroundcheck
0.86,0.0,0.66,NEGATIVE,NOUN,ADJ,ADJ,0.0,0.0,0.17,unfriendly,hormonal
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,blackwidow
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,wegetit
0.86,0.0,0.66,POSITIVE,VERB,PROPN,VERB,1.0,0.0,0.17,unfriendly,glimpsed
0.86,0.0,0.66,NEGATIVE,VERB,VERB,NOUN,1.0,0.0,0.17,unfriendly,tamping
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,pantera
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,sogay
0.86,0.0,0.66,POSITIVE,NOUN,PROPN,ADV,1.0,0.0,0.17,unfriendly,nowisthetime
0.86,0.0,0.66,POSITIVE,ADJ,ADJ,ADJ,0.0,0.0,0.17,unfriendly,intractable
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.17,unfriendly,intruder
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,intolerance
0.86,0.0,0.66,NEGATIVE,NOUN,ADJ,ADJ,1.0,0.0,0.17,unfriendly,intolerant
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.17,unfriendly,defraud
0.86,-0.62,0.66,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.17,unfriendly,devastate
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,deterioration
0.86,-0.66,0.66,NEGATIVE,NOUN,PROPN,PROPN,1.0,0.0,0.17,unfriendly,devil
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,despotism
0.86,-0.46,0.66,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.17,unfriendly,imprisoned
0.86,0.0,0.66,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.17,unfriendly,illegality
0.86,-0.34,0.66,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.17,unfriendly,difficulty
0.86,0.0,0.66,NEGATIVE,NOUN,PROPN,VERB,0.0,0.0,0.17,unfriendly,demolish
0.86,0.0,0.66,NEGATIVE,ADJ,PROPN,ADJ,0.0,0.0,0.17,unfriendly,demonic
0.29,-0.3,0.16,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.05,unhappy,battled
0.29,0.0,0.16,NEGATIVE,ADJ,PROPN,ADJ,1.0,0.0,0.05,unhappy,inimical
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,mortality
0.29,-0.51,0.16,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.05,unhappy,irritation
0.29,-0.4,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,crash
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,ADJ,0.0,0.0,0.05,unhappy,inhuman
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.05,unhappy,embolism
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.05,unhappy,schizophrenia
0.29,-0.6,0.16,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.05,unhappy,obliterate
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.05,unhappy,rheumatism
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,endocarditis
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,ADJ,1.0,0.0,0.05,unhappy,cringe
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,VERB,0.0,0.0,0.05,unhappy,wallow
0.29,-0.42,0.16,NEGATIVE,VERB,VERB,ADJ,0.0,0.0,0.05,unhappy,disheartening
0.29,0.0,0.16,NEGATIVE,ADV,ADV,ADJ,0.0,0.0,0.05,unhappy,ungodly
0.29,-0.61,0.16,NEGATIVE,NOUN,ADJ,ADJ,0.0,0.0,0.05,unhappy,dismal
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,anthrax
0.29,-0.4,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,decay
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.05,unhappy,inhumanity
0.29,-0.54,0.16,NEGATIVE,NOUN,VERB,NOUN,0.0,0.0,0.05,unhappy,curse
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,dissolution
0.29,-0.38,0.16,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.0,0.05,unhappy,lowest
0.29,-0.53,0.16,NEGATIVE,ADJ,ADJ,ADJ,0.0,0.7,0.05,unhappy,unhealthy
0.29,-0.25,0.16,NEGATIVE,VERB,VERB,ADJ,0.0,0.0,0.05,unhappy,offended
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,atherosclerosis
0.29,-0.49,0.16,NEGATIVE,NOUN,ADJ,ADJ,1.0,1.0,0.05,unhappy,mad
0.29,0.0,0.16,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.0,0.05,unhappy,injurious
0.29,-0.27,0.16,NEGATIVE,ADJ,ADJ,ADJ,0.0,0.0,0.05,unhappy,weary
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,angst
0.29,-0.38,0.16,NEGATIVE,NOUN,VERB,ADJ,0.0,0.0,0.05,unhappy,disturbed
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,robbery
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,ADJ,1.0,0.0,0.05,unhappy,messedup
0.29,-0.25,0.16,POSITIVE,ADV,ADV,ADV,1.0,0.0,0.05,unhappy,alone
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,defendant
0.29,0.0,0.16,POSITIVE,NOUN,PROPN,VERB,1.0,0.0,0.05,unhappy,evict
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.05,unhappy,delusion
0.29,-0.56,0.16,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.5,0.05,unhappy,illegal
0.29,-0.46,0.16,NEGATIVE,NOUN,X,ADJ,0.0,0.0,0.05,unhappy,dire
0.29,-0.46,0.16,NEGATIVE,NOUN,PROPN,ADJ,0.0,1.0,0.05,unhappy,unfortunate
0.29,-0.44,0.16,NEGATIVE,ADJ,ADJ,ADJ,0.0,0.0,0.05,unhappy,displeased
0.29,-0.42,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,weakness
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,dictatorship
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,elimination
0.29,-0.38,0.16,NEGATIVE,NOUN,VERB,VERB,0.0,0.0,0.05,unhappy,decayed
0.29,0.0,0.16,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,martyrdom
0.29,0.0,0.16,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.0,0.05,unhappy,unfavorable
0.29,0.0,0.16,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.0,0.05,unhappy,irreconcilable
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,annulment
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.05,unhappy,deportation
0.29,0.0,0.16,NEGATIVE,VERB,VERB,VERB,0.0,0.0,0.05,unhappy,languishing
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,blindness
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,misfortune
0.29,-0.4,0.16,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.05,unhappy,dumps
0.29,-0.25,0.16,NEGATIVE,NOUN,NOUN,ADJ,1.0,0.0,0.05,unhappy,faithless
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.05,unhappy,measles
0.29,-0.32,0.16,POSITIVE,NOUN,NOUN,NOUN,0.0,0.0,0.05,unhappy,perversion
0.29,-0.38,0.16,NEGATIVE,VERB,VERB,VERB,0.0,0.0,0.05,unhappy,losing
0.29,0.0,0.16,NEGATIVE,ADJ,PROPN,ADJ,1.0,0.0,0.05,unhappy,endemic
0.29,0.0,0.16,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,sonnet
0.29,-0.36,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,offender
0.29,-0.51,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,prison
0.29,0.0,0.16,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,revolution
0.29,0.0,0.16,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,priesthood
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.05,unhappy,segregate
0.29,0.0,0.16,NEGATIVE,NOUN,VERB,NOUN,0.0,0.0,0.05,unhappy,rot
0.29,0.0,0.16,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.05,unhappy,dashed
0.29,-0.27,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,remorse
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.05,unhappy,nothingness
0.29,-0.3,0.16,NEGATIVE,VERB,VERB,ADJ,0.0,0.0,0.05,unhappy,aggravating
0.29,0.0,0.16,POSITIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,aftermath
0.29,-0.38,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,emergency
0.29,-0.57,0.16,NEGATIVE,ADJ,ADJ,ADJ,0.0,0.4,0.05,unhappy,negative
0.29,0.0,0.16,NEGATIVE,ADJ,ADJ,ADJ,0.0,0.0,0.05,unhappy,nauseous
0.29,0.0,0.16,NEGATIVE,NOUN,ADJ,ADJ,0.0,0.75,0.05,unhappy,endless
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,fallout
0.29,-0.36,0.16,NEGATIVE,NOUN,VERB,VERB,0.0,0.0,0.05,unhappy,complain
0.29,-0.23,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,vulnerability
0.29,-0.57,0.16,NEGATIVE,NOUN,PROPN,ADJ,0.0,0.5,0.05,unhappy,dishonest
0.29,-0.51,0.16,NEGATIVE,ADJ,ADJ,ADJ,0.0,0.0,0.05,unhappy,regrettable
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,witchcraft
0.29,-0.4,0.16,NEGATIVE,VERB,VERB,VERB,0.0,0.0,0.05,unhappy,lose
0.29,0.0,0.16,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.0,0.05,unhappy,unrequited
0.29,0.0,0.16,NEGATIVE,VERB,NOUN,ADJ,0.0,0.0,0.05,unhappy,uncaring
0.29,-0.42,0.16,NEGATIVE,NOUN,PROPN,ADJ,0.0,0.88,0.05,unhappy,insecure
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,VERB,1.0,0.0,0.05,unhappy,injure
0.29,0.0,0.16,POSITIVE,NOUN,VERB,NOUN,1.0,0.0,0.05,unhappy,revolver
0.29,0.0,0.16,NEGATIVE,NOUN,ADJ,ADJ,0.0,0.0,0.05,unhappy,soulless
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,shackle
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,sinner
0.29,-0.53,0.16,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.05,unhappy,sorrow
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.05,unhappy,coma
0.29,-0.4,0.16,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.05,unhappy,prosecute
0.29,-0.48,0.16,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.05,unhappy,defeated
0.29,-0.57,0.16,NEGATIVE,NOUN,ADJ,NOUN,0.0,0.4,0.05,unhappy,ugliness
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,shriek
0.29,-0.42,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,recession
0.29,-0.56,0.16,POSITIVE,NOUN,PROPN,PROPN,1.0,0.0,0.05,unhappy,rob
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,derogation
0.29,-0.51,0.16,NEGATIVE,NOUN,PROPN,NOUN,0.0,0.0,0.05,unhappy,insult
0.29,0.0,0.16,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,howl
0.29,-0.49,0.16,POSITIVE,NOUN,ADJ,ADJ,1.0,0.0,0.05,unhappy,sorrowful
0.29,-0.34,0.16,NEGATIVE,NOUN,NOUN,VERB,1.0,0.0,0.05,unhappy,repress
0.29,-0.42,0.16,NEGATIVE,ADJ,ADJ,ADJ,0.0,1.0,0.05,unhappy,guilty
0.29,-0.42,0.16,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.05,unhappy,broke
0.29,-0.46,0.16,NEGATIVE,NOUN,ADJ,ADJ,0.0,0.0,0.05,unhappy,hopeless
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.05,unhappy,shatter
0.29,-0.3,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,exclusion
0.29,0.0,0.16,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.05,unhappy,darkened
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.05,unhappy,bankruptcy
0.29,0.0,0.16,POSITIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,frailty
0.29,0.0,0.16,POSITIVE,NOUN,PROPN,VERB,0.0,0.0,0.05,unhappy,explode
0.29,0.0,0.16,NEGATIVE,ADJ,ADJ,ADJ,0.0,1.0,0.05,unhappy,impossible
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,hospital
0.29,-0.53,0.16,NEGATIVE,NOUN,NOUN,NOUN,0.0,0.0,0.05,unhappy,sabotage
0.29,-0.46,0.16,NEGATIVE,NOUN,PROPN,NOUN,1.0,0.0,0.05,unhappy,coward
0.29,0.0,0.16,NEGATIVE,NOUN,PROPN,VERB,1.0,0.0,0.05,unhappy,beg
0.29,0.0,0.16,NEGATIVE,ADJ,ADJ,ADJ,1.0,0.0,0.05,unhappy,insurmountable
0.29,-0.34,0.16,NEGATIVE,VERB,VERB,VERB,1.0,0.0,0.05,unhappy,excluded
0.29,-0.25,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,offense
0.29,0.0,0.16,NEGATIVE,NOUN,NOUN,NOUN,1.0,0.0,0.05,unhappy,evasion
0.29,0.0,0.16,NEGATIVE,VERB,ADJ,VERB,0.0,0.0,0.05,unhappy,dilapidated
